week,counter,query,date_clear
01.05.2022 - 31.05.2022,76501,+что происходит !украиной,31.05.2022
01.06.2022 - 30.06.2022,48970,+что происходит !украиной,30.06.2022
01.07.2022 - 31.07.2022,44114,+что происходит !украиной,31.07.2022
01.08.2022 - 31.08.2022,39491,+что происходит !украиной,31.08.2022
01.09.2022 - 30.09.2022,202412,+что происходит !украиной,30.09.2022
01.10.2022 - 31.10.2022,251514,+что происходит !украиной,31.10.2022
01.11.2022 - 30.11.2022,105606,+что происходит !украиной,30.11.2022
01.12.2022 - 31.12.2022,67908,+что происходит !украиной,31.12.2022
01.01.2023 - 31.01.2023,66500,+что происходит !украиной,31.01.2023
01.02.2023 - 28.02.2023,54146,+что происходит !украиной,28.02.2023
01.03.2021 - 31.03.2021,25188,дети +украина,31.03.2021
01.04.2021 - 30.04.2021,27572,дети +украина,30.04.2021
01.05.2021 - 31.05.2021,24758,дети +украина,31.05.2021
01.06.2021 - 30.06.2021,24886,дети +украина,30.06.2021
01.07.2021 - 31.07.2021,23232,дети +украина,31.07.2021
01.08.2021 - 31.08.2021,22942,дети +украина,31.08.2021
01.09.2021 - 30.09.2021,24418,дети +украина,30.09.2021
01.10.2021 - 31.10.2021,22051,дети +украина,31.10.2021
01.11.2021 - 30.11.2021,26035,дети +украина,30.11.2021
01.12.2021 - 31.12.2021,25677,дети +украина,31.12.2021
01.01.2022 - 31.01.2022,25073,дети +украина,31.01.2022
01.02.2022 - 28.02.2022,60676,дети +украина,28.02.2022
01.03.2022 - 31.03.2022,190866,дети +украина,31.03.2022
01.04.2022 - 30.04.2022,110509,дети +украина,30.04.2022
01.05.2022 - 31.05.2022,74165,дети +украина,31.05.2022
01.06.2022 - 30.06.2022,54332,дети +украина,30.06.2022
01.07.2022 - 31.07.2022,48105,дети +украина,31.07.2022
01.08.2022 - 31.08.2022,44999,дети +украина,31.08.2022
01.09.2022 - 30.09.2022,94631,дети +украина,30.09.2022
01.10.2022 - 31.10.2022,100582,дети +украина,31.10.2022
01.11.2022 - 30.11.2022,63144,дети +украина,30.11.2022
01.12.2022 - 31.12.2022,54294,дети +украина,31.12.2022
01.01.2023 - 31.01.2023,70575,дети +украина,31.01.2023
01.02.2023 - 28.02.2023,57733,дети +украина,28.02.2023
01.03.2021 - 31.03.2021,24430,бомбоубежище,31.03.2021
01.04.2021 - 30.04.2021,28397,бомбоубежище,30.04.2021
01.05.2021 - 31.05.2021,23573,бомбоубежище,31.05.2021
01.06.2021 - 30.06.2021,18358,бомбоубежище,30.06.2021
01.07.2021 - 31.07.2021,17519,бомбоубежище,31.07.2021
01.08.2021 - 31.08.2021,19733,бомбоубежище,31.08.2021
01.09.2021 - 30.09.2021,18627,бомбоубежище,30.09.2021
01.10.2021 - 31.10.2021,28018,бомбоубежище,31.10.2021
01.11.2021 - 30.11.2021,25978,бомбоубежище,30.11.2021
01.12.2021 - 31.12.2021,28675,бомбоубежище,31.12.2021
01.01.2022 - 31.01.2022,42543,бомбоубежище,31.01.2022
01.02.2022 - 28.02.2022,542091,бомбоубежище,28.02.2022
01.03.2022 - 31.03.2022,416694,бомбоубежище,31.03.2022
01.04.2022 - 30.04.2022,173779,бомбоубежище,30.04.2022
01.05.2022 - 31.05.2022,123469,бомбоубежище,31.05.2022
01.06.2022 - 30.06.2022,51520,бомбоубежище,30.06.2022
01.07.2022 - 31.07.2022,60491,бомбоубежище,31.07.2022
01.08.2022 - 31.08.2022,59756,бомбоубежище,31.08.2022
01.09.2022 - 30.09.2022,338260,бомбоубежище,30.09.2022
01.10.2022 - 31.10.2022,708689,бомбоубежище,31.10.2022
01.11.2022 - 30.11.2022,257927,бомбоубежище,30.11.2022
01.12.2022 - 31.12.2022,132712,бомбоубежище,31.12.2022
01.01.2023 - 31.01.2023,81119,бомбоубежище,31.01.2023
01.02.2023 - 28.02.2023,123572,бомбоубежище,28.02.2023
01.03.2021 - 31.03.2021,0,протест мобилизованных,31.03.2021
01.04.2021 - 30.04.2021,0,протест мобилизованных,30.04.2021
01.05.2021 - 31.05.2021,0,протест мобилизованных,31.05.2021
01.06.2021 - 30.06.2021,0,протест мобилизованных,30.06.2021
01.07.2021 - 31.07.2021,0,протест мобилизованных,31.07.2021
01.08.2021 - 31.08.2021,0,протест мобилизованных,31.08.2021
01.09.2021 - 30.09.2021,0,протест мобилизованных,30.09.2021
01.10.2021 - 31.10.2021,0,протест мобилизованных,31.10.2021
01.11.2021 - 30.11.2021,0,протест мобилизованных,30.11.2021
01.12.2021 - 31.12.2021,0,протест мобилизованных,31.12.2021
01.01.2022 - 31.01.2022,0,протест мобилизованных,31.01.2022
01.02.2022 - 28.02.2022,0,протест мобилизованных,28.02.2022
01.03.2022 - 31.03.2022,0,протест мобилизованных,31.03.2022
01.04.2022 - 30.04.2022,0,протест мобилизованных,30.04.2022
01.05.2022 - 31.05.2022,0,протест мобилизованных,31.05.2022
01.06.2022 - 30.06.2022,0,протест мобилизованных,30.06.2022
01.07.2022 - 31.07.2022,0,протест мобилизованных,31.07.2022
01.08.2022 - 31.08.2022,0,протест мобилизованных,31.08.2022
01.09.2022 - 30.09.2022,219,протест мобилизованных,30.09.2022
01.10.2022 - 31.10.2022,1046,протест мобилизованных,31.10.2022
01.11.2022 - 30.11.2022,6807,протест мобилизованных,30.11.2022
01.12.2022 - 31.12.2022,418,протест мобилизованных,31.12.2022
01.01.2023 - 31.01.2023,135,протест мобилизованных,31.01.2023
01.02.2023 - 28.02.2023,97,протест мобилизованных,28.02.2023
01.03.2021 - 31.03.2021,200564,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.03.2021
01.04.2021 - 30.04.2021,245088,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.04.2021
01.05.2021 - 31.05.2021,160433,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.05.2021
01.06.2021 - 30.06.2021,155975,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.06.2021
01.07.2021 - 31.07.2021,164677,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.07.2021
01.08.2021 - 31.08.2021,146809,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.08.2021
01.09.2021 - 30.09.2021,178648,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.09.2021
01.10.2021 - 31.10.2021,203835,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.10.2021
01.11.2021 - 30.11.2021,310669,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.11.2021
01.12.2021 - 31.12.2021,240774,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.12.2021
01.01.2022 - 31.01.2022,576759,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.01.2022
01.02.2022 - 28.02.2022,336537,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,28.02.2022
01.03.2022 - 31.03.2022,378290,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.03.2022
01.04.2022 - 30.04.2022,241315,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.04.2022
01.05.2022 - 31.05.2022,201118,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.05.2022
01.06.2022 - 30.06.2022,140329,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.06.2022
01.07.2022 - 31.07.2022,141799,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.07.2022
01.08.2022 - 31.08.2022,128821,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.08.2022
01.09.2022 - 30.09.2022,457388,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.09.2022
01.10.2022 - 31.10.2022,244562,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.10.2022
01.11.2022 - 30.11.2022,253596,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,30.11.2022
01.12.2022 - 31.12.2022,206649,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.12.2022
01.01.2023 - 31.01.2023,154618,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,31.01.2023
01.02.2023 - 28.02.2023,145825,протесты -грузии -франции -прокурора -тбилиси -прокуратуры -германии -израиле -законы,28.02.2023
01.03.2021 - 31.03.2021,20,астрологи +войны,31.03.2021
01.04.2021 - 30.04.2021,222,астрологи +войны,30.04.2021
01.05.2021 - 31.05.2021,16,астрологи +войны,31.05.2021
01.06.2021 - 30.06.2021,30,астрологи +войны,30.06.2021
01.07.2021 - 31.07.2021,27,астрологи +войны,31.07.2021
01.08.2021 - 31.08.2021,27,астрологи +войны,31.08.2021
01.09.2021 - 30.09.2021,13,астрологи +войны,30.09.2021
01.10.2021 - 31.10.2021,40,астрологи +войны,31.10.2021
01.11.2021 - 30.11.2021,114,астрологи +войны,30.11.2021
01.12.2021 - 31.12.2021,123,астрологи +войны,31.12.2021
01.01.2022 - 31.01.2022,258,астрологи +войны,31.01.2022
01.02.2022 - 28.02.2022,6299,астрологи +войны,28.02.2022
01.03.2022 - 31.03.2022,22841,астрологи +войны,31.03.2022
01.04.2022 - 30.04.2022,12811,астрологи +войны,30.04.2022
01.05.2022 - 31.05.2022,6621,астрологи +войны,31.05.2022
01.06.2022 - 30.06.2022,2794,астрологи +войны,30.06.2022
01.07.2022 - 31.07.2022,2607,астрологи +войны,31.07.2022
01.08.2022 - 31.08.2022,2729,астрологи +войны,31.08.2022
01.09.2022 - 30.09.2022,25862,астрологи +войны,30.09.2022
01.10.2022 - 31.10.2022,24059,астрологи +войны,31.10.2022
01.11.2022 - 30.11.2022,7490,астрологи +войны,30.11.2022
01.12.2022 - 31.12.2022,4386,астрологи +войны,31.12.2022
01.01.2023 - 31.01.2023,4385,астрологи +войны,31.01.2023
01.02.2023 - 28.02.2023,2888,астрологи +войны,28.02.2023
01.03.2021 - 31.03.2021,674,путин проиграл,31.03.2021
01.04.2021 - 30.04.2021,834,путин проиграл,30.04.2021
01.05.2021 - 31.05.2021,633,путин проиграл,31.05.2021
01.06.2021 - 30.06.2021,803,путин проиграл,30.06.2021
01.07.2021 - 31.07.2021,555,путин проиграл,31.07.2021
01.08.2021 - 31.08.2021,554,путин проиграл,31.08.2021
01.09.2021 - 30.09.2021,921,путин проиграл,30.09.2021
01.10.2021 - 31.10.2021,525,путин проиграл,31.10.2021
01.11.2021 - 30.11.2021,669,путин проиграл,30.11.2021
01.12.2021 - 31.12.2021,983,путин проиграл,31.12.2021
01.01.2022 - 31.01.2022,1521,путин проиграл,31.01.2022
01.02.2022 - 28.02.2022,10047,путин проиграл,28.02.2022
01.03.2022 - 31.03.2022,32831,путин проиграл,31.03.2022
01.04.2022 - 30.04.2022,17817,путин проиграл,30.04.2022
01.05.2022 - 31.05.2022,12613,путин проиграл,31.05.2022
01.06.2022 - 30.06.2022,4957,путин проиграл,30.06.2022
01.07.2022 - 31.07.2022,4768,путин проиграл,31.07.2022
01.08.2022 - 31.08.2022,6015,путин проиграл,31.08.2022
01.09.2022 - 30.09.2022,36081,путин проиграл,30.09.2022
01.10.2022 - 31.10.2022,24678,путин проиграл,31.10.2022
01.11.2022 - 30.11.2022,22048,путин проиграл,30.11.2022
01.12.2022 - 31.12.2022,10664,путин проиграл,31.12.2022
01.01.2023 - 31.01.2023,8976,путин проиграл,31.01.2023
01.02.2023 - 28.02.2023,8275,путин проиграл,28.02.2023
01.03.2021 - 31.03.2021,14172,дискредитация,31.03.2021
01.04.2021 - 30.04.2021,13423,дискредитация,30.04.2021
01.05.2021 - 31.05.2021,13104,дискредитация,31.05.2021
01.06.2021 - 30.06.2021,11852,дискредитация,30.06.2021
01.07.2021 - 31.07.2021,8496,дискредитация,31.07.2021
01.08.2021 - 31.08.2021,8525,дискредитация,31.08.2021
01.09.2021 - 30.09.2021,10346,дискредитация,30.09.2021
01.10.2021 - 31.10.2021,13210,дискредитация,31.10.2021
01.11.2021 - 30.11.2021,13922,дискредитация,30.11.2021
01.12.2021 - 31.12.2021,13405,дискредитация,31.12.2021
01.01.2022 - 31.01.2022,11480,дискредитация,31.01.2022
01.02.2022 - 28.02.2022,12166,дискредитация,28.02.2022
01.03.2022 - 31.03.2022,72704,дискредитация,31.03.2022
01.04.2022 - 30.04.2022,63991,дискредитация,30.04.2022
01.05.2022 - 31.05.2022,51444,дискредитация,31.05.2022
01.06.2022 - 30.06.2022,38384,дискредитация,30.06.2022
01.07.2022 - 31.07.2022,41985,дискредитация,31.07.2022
01.08.2022 - 31.08.2022,62848,дискредитация,31.08.2022
01.09.2022 - 30.09.2022,63512,дискредитация,30.09.2022
01.10.2022 - 31.10.2022,67876,дискредитация,31.10.2022
01.11.2022 - 30.11.2022,59560,дискредитация,30.11.2022
01.12.2022 - 31.12.2022,46505,дискредитация,31.12.2022
01.01.2023 - 31.01.2023,46861,дискредитация,31.01.2023
01.02.2023 - 28.02.2023,41815,дискредитация,28.02.2023
01.03.2021 - 31.03.2021,509,фейки !украины,31.03.2021
01.04.2021 - 30.04.2021,975,фейки !украины,30.04.2021
01.05.2021 - 31.05.2021,419,фейки !украины,31.05.2021
01.06.2021 - 30.06.2021,314,фейки !украины,30.06.2021
01.07.2021 - 31.07.2021,334,фейки !украины,31.07.2021
01.08.2021 - 31.08.2021,507,фейки !украины,31.08.2021
01.09.2021 - 30.09.2021,334,фейки !украины,30.09.2021
01.10.2021 - 31.10.2021,568,фейки !украины,31.10.2021
01.11.2021 - 30.11.2021,524,фейки !украины,30.11.2021
01.12.2021 - 31.12.2021,676,фейки !украины,31.12.2021
01.01.2022 - 31.01.2022,967,фейки !украины,31.01.2022
01.02.2022 - 28.02.2022,37217,фейки !украины,28.02.2022
01.03.2022 - 31.03.2022,143481,фейки !украины,31.03.2022
01.04.2022 - 30.04.2022,46509,фейки !украины,30.04.2022
01.05.2022 - 31.05.2022,20703,фейки !украины,31.05.2022
01.06.2022 - 30.06.2022,13759,фейки !украины,30.06.2022
01.07.2022 - 31.07.2022,11586,фейки !украины,31.07.2022
01.08.2022 - 31.08.2022,8635,фейки !украины,31.08.2022
01.09.2022 - 30.09.2022,14548,фейки !украины,30.09.2022
01.10.2022 - 31.10.2022,14239,фейки !украины,31.10.2022
01.11.2022 - 30.11.2022,8433,фейки !украины,30.11.2022
01.12.2022 - 31.12.2022,6183,фейки !украины,31.12.2022
01.01.2023 - 31.01.2023,7816,фейки !украины,31.01.2023
01.02.2023 - 28.02.2023,6966,фейки !украины,28.02.2023
01.03.2021 - 31.03.2021,181,!добровольцем,31.03.2021
01.04.2021 - 30.04.2021,507,!добровольцем,30.04.2021
01.05.2021 - 31.05.2021,163,!добровольцем,31.05.2021
01.06.2021 - 30.06.2021,125,!добровольцем,30.06.2021
01.07.2021 - 31.07.2021,103,!добровольцем,31.07.2021
01.08.2021 - 31.08.2021,93,!добровольцем,31.08.2021
01.09.2021 - 30.09.2021,101,!добровольцем,30.09.2021
01.10.2021 - 31.10.2021,193,!добровольцем,31.10.2021
01.11.2021 - 30.11.2021,195,!добровольцем,30.11.2021
01.12.2021 - 31.12.2021,207,!добровольцем,31.12.2021
01.01.2022 - 31.01.2022,374,!добровольцем,31.01.2022
01.02.2022 - 28.02.2022,19567,!добровольцем,28.02.2022
01.03.2022 - 31.03.2022,226104,!добровольцем,31.03.2022
01.04.2022 - 30.04.2022,194880,!добровольцем,30.04.2022
01.05.2022 - 31.05.2022,156272,!добровольцем,31.05.2022
01.06.2022 - 30.06.2022,120671,!добровольцем,30.06.2022
01.07.2022 - 31.07.2022,115610,!добровольцем,31.07.2022
01.08.2022 - 31.08.2022,134137,!добровольцем,31.08.2022
01.09.2022 - 30.09.2022,347211,!добровольцем,30.09.2022
01.10.2022 - 31.10.2022,319761,!добровольцем,31.10.2022
01.11.2022 - 30.11.2022,170838,!добровольцем,30.11.2022
01.12.2022 - 31.12.2022,110253,!добровольцем,31.12.2022
01.01.2023 - 31.01.2023,127913,!добровольцем,31.01.2023
01.02.2023 - 28.02.2023,119952,!добровольцем,28.02.2023
01.03.2021 - 31.03.2021,3491,антивоенный,31.03.2021
01.04.2021 - 30.04.2021,5212,антивоенный,30.04.2021
01.05.2021 - 31.05.2021,6178,антивоенный,31.05.2021
01.06.2021 - 30.06.2021,2602,антивоенный,30.06.2021
01.07.2021 - 31.07.2021,1346,антивоенный,31.07.2021
01.08.2021 - 31.08.2021,1384,антивоенный,31.08.2021
01.09.2021 - 30.09.2021,4217,антивоенный,30.09.2021
01.10.2021 - 31.10.2021,5712,антивоенный,31.10.2021
01.11.2021 - 30.11.2021,7084,антивоенный,30.11.2021
01.12.2021 - 31.12.2021,6700,антивоенный,31.12.2021
01.01.2022 - 31.01.2022,4413,антивоенный,31.01.2022
01.02.2022 - 28.02.2022,70000,антивоенный,28.02.2022
01.03.2022 - 31.03.2022,122590,антивоенный,31.03.2022
01.04.2022 - 30.04.2022,33165,антивоенный,30.04.2022
01.05.2022 - 31.05.2022,27040,антивоенный,31.05.2022
01.06.2022 - 30.06.2022,34366,антивоенный,30.06.2022
01.07.2022 - 31.07.2022,17957,антивоенный,31.07.2022
01.08.2022 - 31.08.2022,11653,антивоенный,31.08.2022
01.09.2022 - 30.09.2022,34233,антивоенный,30.09.2022
01.10.2022 - 31.10.2022,20710,антивоенный,31.10.2022
01.11.2022 - 30.11.2022,17481,антивоенный,30.11.2022
01.12.2022 - 31.12.2022,15284,антивоенный,31.12.2022
01.01.2023 - 31.01.2023,15523,антивоенный,31.01.2023
01.02.2023 - 28.02.2023,15731,антивоенный,28.02.2023
01.03.2021 - 31.03.2021,238,помощь украинцам,31.03.2021
01.04.2021 - 30.04.2021,328,помощь украинцам,30.04.2021
01.05.2021 - 31.05.2021,267,помощь украинцам,31.05.2021
01.06.2021 - 30.06.2021,267,помощь украинцам,30.06.2021
01.07.2021 - 31.07.2021,231,помощь украинцам,31.07.2021
01.08.2021 - 31.08.2021,544,помощь украинцам,31.08.2021
01.09.2021 - 30.09.2021,261,помощь украинцам,30.09.2021
01.10.2021 - 31.10.2021,245,помощь украинцам,31.10.2021
01.11.2021 - 30.11.2021,229,помощь украинцам,30.11.2021
01.12.2021 - 31.12.2021,257,помощь украинцам,31.12.2021
01.01.2022 - 31.01.2022,408,помощь украинцам,31.01.2022
01.02.2022 - 28.02.2022,2597,помощь украинцам,28.02.2022
01.03.2022 - 31.03.2022,10011,помощь украинцам,31.03.2022
01.04.2022 - 30.04.2022,6374,помощь украинцам,30.04.2022
01.05.2022 - 31.05.2022,4627,помощь украинцам,31.05.2022
01.06.2022 - 30.06.2022,3033,помощь украинцам,30.06.2022
01.07.2022 - 31.07.2022,3111,помощь украинцам,31.07.2022
01.08.2022 - 31.08.2022,3219,помощь украинцам,31.08.2022
01.09.2022 - 30.09.2022,3322,помощь украинцам,30.09.2022
01.10.2022 - 31.10.2022,3276,помощь украинцам,31.10.2022
01.11.2022 - 30.11.2022,2917,помощь украинцам,30.11.2022
01.12.2022 - 31.12.2022,2434,помощь украинцам,31.12.2022
01.01.2023 - 31.01.2023,2344,помощь украинцам,31.01.2023
01.02.2023 - 28.02.2023,1887,помощь украинцам,28.02.2023
01.03.2021 - 31.03.2021,3434,возьмем киев -немцы -1169 -батый -долгорукий,31.03.2021
01.04.2021 - 30.04.2021,3317,возьмем киев -немцы -1169 -батый -долгорукий,30.04.2021
01.05.2021 - 31.05.2021,2995,возьмем киев -немцы -1169 -батый -долгорукий,31.05.2021
01.06.2021 - 30.06.2021,1698,возьмем киев -немцы -1169 -батый -долгорукий,30.06.2021
01.07.2021 - 31.07.2021,1085,возьмем киев -немцы -1169 -батый -долгорукий,31.07.2021
01.08.2021 - 31.08.2021,997,возьмем киев -немцы -1169 -батый -долгорукий,31.08.2021
01.09.2021 - 30.09.2021,10767,возьмем киев -немцы -1169 -батый -долгорукий,30.09.2021
01.10.2021 - 31.10.2021,6272,возьмем киев -немцы -1169 -батый -долгорукий,31.10.2021
01.11.2021 - 30.11.2021,3575,возьмем киев -немцы -1169 -батый -долгорукий,30.11.2021
01.12.2021 - 31.12.2021,3245,возьмем киев -немцы -1169 -батый -долгорукий,31.12.2021
01.01.2022 - 31.01.2022,3569,возьмем киев -немцы -1169 -батый -долгорукий,31.01.2022
01.02.2022 - 28.02.2022,112595,возьмем киев -немцы -1169 -батый -долгорукий,28.02.2022
01.03.2022 - 31.03.2022,176008,возьмем киев -немцы -1169 -батый -долгорукий,31.03.2022
01.04.2022 - 30.04.2022,38129,возьмем киев -немцы -1169 -батый -долгорукий,30.04.2022
01.05.2022 - 31.05.2022,21218,возьмем киев -немцы -1169 -батый -долгорукий,31.05.2022
01.06.2022 - 30.06.2022,13430,возьмем киев -немцы -1169 -батый -долгорукий,30.06.2022
01.07.2022 - 31.07.2022,11317,возьмем киев -немцы -1169 -батый -долгорукий,31.07.2022
01.08.2022 - 31.08.2022,12548,возьмем киев -немцы -1169 -батый -долгорукий,31.08.2022
01.09.2022 - 30.09.2022,17925,возьмем киев -немцы -1169 -батый -долгорукий,30.09.2022
01.10.2022 - 31.10.2022,18648,возьмем киев -немцы -1169 -батый -долгорукий,31.10.2022
01.11.2022 - 30.11.2022,13368,возьмем киев -немцы -1169 -батый -долгорукий,30.11.2022
01.12.2022 - 31.12.2022,12346,возьмем киев -немцы -1169 -батый -долгорукий,31.12.2022
01.01.2023 - 31.01.2023,14378,возьмем киев -немцы -1169 -батый -долгорукий,31.01.2023
01.02.2023 - 28.02.2023,12579,возьмем киев -немцы -1169 -батый -долгорукий,28.02.2023
01.03.2021 - 31.03.2021,16623,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.03.2021
01.04.2021 - 30.04.2021,20582,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.04.2021
01.05.2021 - 31.05.2021,14277,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.05.2021
01.06.2021 - 30.06.2021,12040,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.06.2021
01.07.2021 - 31.07.2021,11773,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.07.2021
01.08.2021 - 31.08.2021,9910,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.08.2021
01.09.2021 - 30.09.2021,11977,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.09.2021
01.10.2021 - 31.10.2021,18158,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.10.2021
01.11.2021 - 30.11.2021,24562,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.11.2021
01.12.2021 - 31.12.2021,29189,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.12.2021
01.01.2022 - 31.01.2022,146561,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.01.2022
01.02.2022 - 28.02.2022,27332,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,28.02.2022
01.03.2022 - 31.03.2022,29873,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.03.2022
01.04.2022 - 30.04.2022,20130,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.04.2022
01.05.2022 - 31.05.2022,23276,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.05.2022
01.06.2022 - 30.06.2022,15429,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.06.2022
01.07.2022 - 31.07.2022,21691,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.07.2022
01.08.2022 - 31.08.2022,16161,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.08.2022
01.09.2022 - 30.09.2022,26685,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.09.2022
01.10.2022 - 31.10.2022,24201,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.10.2022
01.11.2022 - 30.11.2022,29809,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,30.11.2022
01.12.2022 - 31.12.2022,30661,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.12.2022
01.01.2023 - 31.01.2023,20113,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,31.01.2023
01.02.2023 - 28.02.2023,16200,протестовать -грузии -франции -прокурора -тбилиси -чацкий -прокуратуры -германии -израиле -законы,28.02.2023
01.03.2021 - 31.03.2021,450,!вагнера +как попасть,31.03.2021
01.04.2021 - 30.04.2021,461,!вагнера +как попасть,30.04.2021
01.05.2021 - 31.05.2021,775,!вагнера +как попасть,31.05.2021
01.06.2021 - 30.06.2021,2479,!вагнера +как попасть,30.06.2021
01.07.2021 - 31.07.2021,1267,!вагнера +как попасть,31.07.2021
01.08.2021 - 31.08.2021,1580,!вагнера +как попасть,31.08.2021
01.09.2021 - 30.09.2021,1346,!вагнера +как попасть,30.09.2021
01.10.2021 - 31.10.2021,1138,!вагнера +как попасть,31.10.2021
01.11.2021 - 30.11.2021,1093,!вагнера +как попасть,30.11.2021
01.12.2021 - 31.12.2021,1525,!вагнера +как попасть,31.12.2021
01.01.2022 - 31.01.2022,2727,!вагнера +как попасть,31.01.2022
01.02.2022 - 28.02.2022,3154,!вагнера +как попасть,28.02.2022
01.03.2022 - 31.03.2022,8058,!вагнера +как попасть,31.03.2022
01.04.2022 - 30.04.2022,2966,!вагнера +как попасть,30.04.2022
01.05.2022 - 31.05.2022,2962,!вагнера +как попасть,31.05.2022
01.06.2022 - 30.06.2022,3322,!вагнера +как попасть,30.06.2022
01.07.2022 - 31.07.2022,4210,!вагнера +как попасть,31.07.2022
01.08.2022 - 31.08.2022,5476,!вагнера +как попасть,31.08.2022
01.09.2022 - 30.09.2022,23878,!вагнера +как попасть,30.09.2022
01.10.2022 - 31.10.2022,31997,!вагнера +как попасть,31.10.2022
01.11.2022 - 30.11.2022,19132,!вагнера +как попасть,30.11.2022
01.12.2022 - 31.12.2022,15495,!вагнера +как попасть,31.12.2022
01.01.2023 - 31.01.2023,31412,!вагнера +как попасть,31.01.2023
01.02.2023 - 28.02.2023,23006,!вагнера +как попасть,28.02.2023
01.03.2021 - 31.03.2021,12091,погибшие найти,31.03.2021
01.04.2021 - 30.04.2021,16720,погибшие найти,30.04.2021
01.05.2021 - 31.05.2021,30869,погибшие найти,31.05.2021
01.06.2021 - 30.06.2021,10475,погибшие найти,30.06.2021
01.07.2021 - 31.07.2021,9568,погибшие найти,31.07.2021
01.08.2021 - 31.08.2021,9668,погибшие найти,31.08.2021
01.09.2021 - 30.09.2021,11107,погибшие найти,30.09.2021
01.10.2021 - 31.10.2021,20227,погибшие найти,31.10.2021
01.11.2021 - 30.11.2021,14973,погибшие найти,30.11.2021
01.12.2021 - 31.12.2021,12053,погибшие найти,31.12.2021
01.01.2022 - 31.01.2022,28822,погибшие найти,31.01.2022
